gid,id,length,dir,municipio,distrito,bairro,nomesigla,tipo,nometit,nomeprep,name,start_left,end_left,start_righ,end_right,parity,left_zip,right_zip,cep_e,cep_d,extensao_m,nome_caps,onibus_msp,dist_cen_m,dist_cen_d,cdlog_cem,grau,grau_in,grau_out,coef_aglom
938,217303,31.5800000000,0,SAO PAULO,SE,CENTRO,,AV,,DA,LIBERDADE,159,181,0,0,0,1503,0,01503000,,31,AV DA LIBERDADE,1,447.500000000,447.500000000,SEE00178,4,4,4,0.33
939,217304,251.760000000,0,SAO PAULO,REPUBLICA,CENTRO,,VD,DR,,MANUEL JOSE CHAVES,1,203,2,202,0,1316,1316,01316080,01316080,251,VD DR MANUEL JOSE CHAVES,0,362.780000000,1108.30000000,REP00560,6,6,6,0.13
940,217305,54.8000000000,0,SAO PAULO,SE,CENTRO,,AC,,,SEM NOME,0,0,0,0,0,0,0,,,54,AC SEM NOME,1,361.680000000,361.680000000,SEE00135,4,4,4,0.33
941,217306,200.560000000,0,SAO PAULO,REPUBLICA,CENTRO,,VD,DNA,,PAULINA,331,511,330,512,0,1501,1501,01501020,01501020,200,VD DNA PAULINA,1,270.660000000,1070.73000000,REP00550,8,8,8,0.18
942,217307,241.650000000,0,SAO PAULO,REPUBLICA,CENTRO,,VD,DNA,,PAULINA,39,267,40,266,0,1501,1501,01501020,01501020,241,VD DNA PAULINA,1,221.150000000,1062.73000000,REP00546,10,10,10,0.33
943,217308,110.130000000,0,SAO PAULO,SE,CENTRO,,PC,,,CARLOS GOMES,1,109,2,110,0,1501,1501,01501040,01501040,110,PC CARLOS GOMES,0,347.290000000,347.290000000,SEE00130,4,4,4,0.50
944,217309,106.350000000,0,SAO PAULO,SE,CENTRO,,R,DR,,RODRIGO SILVA,123,227,124,228,0,1501,1501,01501010,01501010,106,R DR RODRIGO SILVA,1,336.780000000,336.780000000,SEE00122,5,5,5,0.50
945,217310,156.760000000,0,SAO PAULO,SE,CENTRO,,AV,,DA,LIBERDADE,0,0,104,274,0,0,1502,,01502000,156,AV DA LIBERDADE,1,330.720000000,330.720000000,SEE00119,5,5,5,0.40
946,217311,71.5900000000,0,SAO PAULO,SE,CENTRO,,R,,,ALVARES MACHADO,1,75,2,76,0,1501,1501,01501030,01501030,71,R ALVARES MACHADO,1,330.660000000,330.660000000,SEE00118,5,5,5,0.40
947,217312,32.0100000000,0,SAO PAULO,SE,CENTRO,,R,,,ASSEMBLEIA,27,53,26,54,0,1320,1320,01320050,01320050,32,R ASSEMBLEIA,0,347.290000000,347.290000000,SEE00131,4,4,4,0.33
948,217313,25.7900000000,0,SAO PAULO,SE,CENTRO,,R,,,ASSEMBLEIA,1,25,2,24,0,1320,1320,01320050,01320050,25,R ASSEMBLEIA,0,336.780000000,336.780000000,SEE00123,5,5,5,0.50
949,217314,108.680000000,0,SAO PAULO,SE,CENTRO,,AC,,,SEM NOME,0,0,0,0,0,0,0,,,108,AC SEM NOME,1,270.660000000,270.660000000,SEE00094,4,4,4,0.33
950,217315,124.450000000,0,SAO PAULO,SE,CENTRO,,R,DR,,RODRIGO SILVA,1,121,2,122,0,1501,1501,01501010,01501010,124,R DR RODRIGO SILVA,1,228.460000000,228.460000000,SEE00070,8,8,8,0.46
951,217316,67.1200000000,0,SAO PAULO,SE,CENTRO,,BC,,DOS,AFLITOS,1,61,2,62,0,1505,1505,01505030,01505030,67,BC DOS AFLITOS,0,568.970000000,568.970000000,SEE00253,2,2,2,1.00
952,217317,63.9500000000,0,SAO PAULO,SE,CENTRO,,R,,DOS,ESTUDANTES,1,65,2,64,0,1505,1505,01505001,01505000,63,R DOS ESTUDANTES,0,568.970000000,568.970000000,SEE00254,5,5,5,0.40
953,217318,76.9600000000,0,SAO PAULO,SE,CENTRO,,R,,DA,GLORIA,311,385,310,384,0,1510,1510,01510001,01510000,76,R DA GLORIA,1,566.280000000,566.280000000,SEE00250,5,5,5,0.40
954,217319,42.3800000000,0,SAO PAULO,SE,CENTRO,,R,,DOS,ESTUDANTES,67,107,66,106,0,1505,1505,01505001,01505000,42,R DOS ESTUDANTES,0,566.280000000,566.280000000,SEE00251,5,5,5,0.40
955,217320,225.380000000,0,SAO PAULO,SE,CENTRO,,R,,DA,GLORIA,89,309,90,308,0,1510,1510,01510001,01510000,225,R DA GLORIA,1,342.260000000,342.260000000,SEE00126,5,5,5,0.40
956,217321,108.630000000,0,SAO PAULO,SE,CENTRO,,R,,DOS,ESTUDANTES,109,217,108,216,0,1505,1505,01505001,01505000,108,R DOS ESTUDANTES,1,562.110000000,562.110000000,SEE00246,6,6,6,0.40
957,217322,40.4200000000,0,SAO PAULO,SE,CENTRO,,R,CNS,,FURTADO,341,369,342,370,0,1511,1511,01511000,01511000,40,R CNS FURTADO,1,616.450000000,616.450000000,SEE00293,4,4,4,0.33
958,217323,52.9500000000,0,SAO PAULO,SE,CENTRO,,R,CNS,,FURTADO,281,339,280,340,0,1511,1511,01511000,01511000,52,R CNS FURTADO,1,563.430000000,563.430000000,SEE00248,5,5,5,0.40
959,217324,82.2400000000,0,SAO PAULO,SE,CENTRO,,R,CNS,,FURTADO,197,279,198,278,0,1511,1511,01511000,01511000,82,R CNS FURTADO,1,481.410000000,481.410000000,SEE00198,5,5,5,0.40
960,217325,162.440000000,0,SAO PAULO,SE,CENTRO,,AV,,DA,LIBERDADE,1,157,0,0,0,1503,0,01503000,,162,AV DA LIBERDADE,1,286.200000000,286.200000000,SEE00099,5,5,5,0.40
961,217326,85.4100000000,0,SAO PAULO,SE,CENTRO,,R,,DA,GLORIA,11,87,10,88,0,1510,1510,01510001,01510000,85,R DA GLORIA,1,286.200000000,286.200000000,SEE00100,5,5,5,0.40
962,217327,45.4800000000,0,SAO PAULO,SE,CENTRO,,AV,,DA,LIBERDADE,0,0,58,102,0,0,1502,,01502000,45,AV DA LIBERDADE,1,285.420000000,285.420000000,SEE00097,4,4,4,0.33
963,217328,11.5000000000,0,SAO PAULO,SE,,,AC,,,SEM NOME,0,0,0,0,0,0,0,,,11,R SEM NOME,1,285.420000000,285.420000000,SEE00098,5,5,5,0.40
964,217329,57.6500000000,0,SAO PAULO,SE,CENTRO,,AV,,DA,LIBERDADE,0,0,2,56,0,0,1502,,01502000,57,AV DA LIBERDADE,1,228.120000000,228.120000000,SEE00068,3,3,3,0.33
965,217330,67.9000000000,0,SAO PAULO,SE,CENTRO,,PC,DR,,JOAO MENDES,151,213,0,0,0,1501,1501,01501001,01501001,67,PC DR JOAO MENDES,1,214.610000000,214.610000000,SEE00063,3,3,3,0.33
966,217331,93.8200000000,0,SAO PAULO,SE,CENTRO,,LG,,,SETE DE SETEMBRO,1,81,2,80,0,1501,1501,01501050,01501050,93,LG SETE DE SETEMBRO,1,193.910000000,193.910000000,SEE00049,7,7,7,0.43
967,217332,16.4800000000,0,SAO PAULO,SE,CENTRO,,AC,,,SEM NOME,1,0,0,0,0,0,0,,,16,AC SEM NOME,1,182.370000000,182.370000000,SEE00040,6,6,6,0.53
968,217333,27.3100000000,0,SAO PAULO,SE,CENTRO,,PC,DR,,JOAO MENDES,1,0,106,142,0,1501,1501,01501001,01501000,27,PC DR JOAO MENDES,1,182.370000000,182.370000000,SEE00041,4,4,4,0.33
969,217334,131.540000000,0,SAO PAULO,SE,CENTRO,,R,CD,DO,PINHAL,25,149,26,148,0,1501,1501,01501060,01501060,131,R CD DO PINHAL,1,273.650000000,273.650000000,SEE00095,4,4,4,0.33
970,217335,140.400000000,0,SAO PAULO,SE,CENTRO,,R,CNS,,FURTADO,93,195,0,0,0,1511,1511,01511000,01511000,140,R CNS FURTADO,1,341.680000000,341.680000000,SEE00124,5,5,5,0.40
971,217336,68.8800000000,0,SAO PAULO,SE,CENTRO,,R,CNS,,FURTADO,1,55,2,56,0,1511,1511,01511000,01511000,68,R CNS FURTADO,1,273.650000000,273.650000000,SEE00096,5,5,5,0.40
972,217337,49.3100000000,0,SAO PAULO,SE,CENTRO,,R,CD,DE,SARZEDAS,1,27,2,26,0,1512,1512,01512000,01512000,49,R CD DE SARZEDAS,0,341.680000000,341.680000000,SEE00125,5,5,5,0.40
973,217338,116.670000000,0,SAO PAULO,SE,CENTRO,,PC,DR,,JOAO MENDES,1,141,0,0,0,1501,1501,01501001,01501001,116,PC DR JOAO MENDES,1,193.910000000,193.910000000,SEE00050,6,6,6,0.47
974,217339,84.5600000000,0,SAO PAULO,SE,CENTRO,,PC,DR,,JOAO MENDES,0,0,22,104,0,1501,1501,01501001,01501000,84,PC DR JOAO MENDES,1,192.620000000,192.620000000,SEE00046,3,3,3,0.33
975,217340,29.5800000000,0,SAO PAULO,SE,CENTRO,,R,CD,DO,PINHAL,1,23,2,24,0,1501,1501,01501060,01501060,29,R CD DO PINHAL,1,248.630000000,248.630000000,SEE00080,4,4,4,0.33
976,217341,105.060000000,0,SAO PAULO,SE,CENTRO,,R,CNS,,FURTADO,1,91,0,0,0,1511,1511,01511000,01511000,105,R CNS FURTADO,1,251.800000000,251.800000000,SEE00083,7,7,7,0.43
977,217342,25.9400000000,0,SAO PAULO,SE,CENTRO,,AC,,,SEM NOME,0,0,0,0,0,0,0,,,25,AC SEM NOME,0,248.630000000,248.630000000,SEE00081,6,6,6,0.47
978,217343,17.2200000000,0,SAO PAULO,SE,CENTRO,,PC,DR,,JOAO MENDES,0,0,2,20,0,1501,1501,01501001,01501000,17,PC DR JOAO MENDES,1,241.690000000,241.690000000,SEE00077,5,5,5,0.60
979,217345,22.2500000000,0,SAO PAULO,SE,CENTRO,,AC,,,SEM NOME,1,0,0,0,0,0,0,,,22,AC SEM NOME,1,174.850000000,174.850000000,SEE00031,6,6,6,0.47
980,217346,49.0100000000,0,SAO PAULO,SE,CENTRO,,PC,DR,,JOAO MENDES,0,0,218,264,0,1501,1501,01501001,01501000,49,PC DR JOAO MENDES,0,174.850000000,174.850000000,SEE00032,6,6,6,0.47
981,217347,31.8300000000,0,SAO PAULO,SE,CENTRO,,R,,,QUINTINO BOCAIUVA,1,47,2,48,0,1004,1004,01004010,01004010,31,R QUINTINO BOCAIUVA,1,175.370000000,175.370000000,SEE00037,4,4,4,0.33
982,217348,141.300000000,0,SAO PAULO,SE,CENTRO,,R,SEN,,FEIJO,85,223,86,222,0,1006,1006,01006001,01006000,141,R SEN FEIJO,1,128.870000000,128.870000000,SEE00020,5,5,5,0.40
983,217349,86.2000000000,0,SAO PAULO,SE,CENTRO,,R,,,QUINTINO BOCAIUVA,49,119,50,118,0,1004,1004,01004010,01004010,86,R QUINTINO BOCAIUVA,0,128.870000000,128.870000000,SEE00021,5,5,5,0.40
984,217350,73.2700000000,0,SAO PAULO,SE,CENTRO,,R,,,QUINTINO BOCAIUVA,121,197,120,198,0,1004,1004,01004010,01004010,73,R QUINTINO BOCAIUVA,1,121.210000000,121.210000000,SEE00015,6,6,6,0.40
985,217351,129.000000000,0,SAO PAULO,SE,CENTRO,,LG,,,SAO FRANCISCO,135,265,136,264,0,1005,1005,01005010,01005010,128,LG SAO FRANCISCO,1,262.470000000,262.470000000,SEE00092,5,5,5,0.40
986,217352,57.9100000000,0,SAO PAULO,SE,CENTRO,,LG,,,SAO FRANCISCO,1,85,2,84,0,1005,1005,01005010,01005010,57,LG SAO FRANCISCO,1,255.970000000,255.970000000,SEE00086,5,5,5,0.40
987,217353,68.5400000000,0,SAO PAULO,SE,CENTRO,,PC,,,OUVIDOR PACHECO E SILVA,1,61,2,62,0,1003,1003,01003010,01003010,68,PC OUVIDOR PACHECO E SILVA,0,313.180000000,313.180000000,SEE00106,5,5,5,0.40
988,217354,41.3400000000,0,SAO PAULO,SE,CENTRO,,PC,,,PAULO ALFEU DE MONTEIRO DUARTE,1,41,2,42,0,1006,1006,01006040,01006040,41,PC PAULO ALFEU DE MONTEIRO DUARTE,0,255.970000000,255.970000000,SEE00087,5,5,5,0.40
989,217355,89.6000000000,0,SAO PAULO,SE,CENTRO,,R,SEN,,PAULO EGIDIO,1,75,2,76,0,1006,1006,01006010,01006010,89,R SEN PAULO EGIDIO,0,245.780000000,245.780000000,SEE00078,5,5,5,0.40
990,217356,98.4100000000,0,SAO PAULO,SE,CENTRO,,R,,,JOSE BONIFACIO,185,273,184,272,0,1003,1003,01003001,01003000,98,R JOSE BONIFACIO,0,246.420000000,246.420000000,SEE00079,5,5,5,0.40
991,217357,123.520000000,0,SAO PAULO,SE,CENTRO,,R,,,SAO BENTO,1,133,2,134,0,1011,1010,01011000,01010000,123,R SAO BENTO,0,330.410000000,330.410000000,SEE00117,6,6,6,0.40
992,217358,135.440000000,0,SAO PAULO,SE,CENTRO,,R,,,BENJAMIM CONSTANT,99,227,100,228,0,1005,1005,01005000,01005000,135,R BENJAMIM CONSTANT,1,124.720000000,124.720000000,SEE00016,6,6,6,0.40
993,217359,105.080000000,0,SAO PAULO,SE,CENTRO,,R,,,JOSE BONIFACIO,69,183,70,182,0,1003,1003,01003001,01003000,105,R JOSE BONIFACIO,0,177.970000000,177.970000000,SEE00038,5,5,5,0.40
994,217360,176.710000000,0,SAO PAULO,SE,CENTRO,,R,,,DIREITA,115,289,116,290,0,1002,1002,01002001,01002000,176,R DIREITA,0,206.820000000,206.820000000,SEE00059,6,6,6,0.40
995,217361,42.5000000000,0,SAO PAULO,SE,CENTRO,,PC,,DA,SE,93,125,94,124,0,1001,1001,01001001,01001000,42,PC DA SE,1,174.850000000,174.850000000,SEE00033,7,7,7,0.38
996,217362,129.490000000,0,SAO PAULO,SE,CENTRO,,AC,,,SEM NOME,1,0,0,0,0,0,0,,,129,AC SEM NOME,1,186.880000000,186.880000000,SEE00043,10,10,10,0.38
997,217363,56.3800000000,0,SAO PAULO,SE,CENTRO,,PC,DR,,JOAO MENDES,1,0,164,216,0,1501,1501,01501001,01501000,56,PC DR JOAO MENDES,1,172.700000000,172.700000000,SEE00030,7,7,7,0.43
998,217364,120.590000000,0,SAO PAULO,SE,CENTRO,,PC,,DA,SE,0,0,232,370,0,0,1001,,01001000,120,PC DA SE,1,59.9100000000,59.9100000000,SEE00006,6,6,6,0.47
999,217365,26.3700000000,0,SAO PAULO,SE,CENTRO,,AC,,,SEM NOME,1,0,0,0,0,0,0,,,26,AC SEM NOME,1,175.040000000,175.040000000,SEE00034,7,7,7,0.48
1000,217366,30.0400000000,0,SAO PAULO,SE,CENTRO,,PC,DR,,JOAO MENDES,1,0,144,162,0,1501,1501,01501001,01501000,30,PC DR JOAO MENDES,1,175.040000000,175.040000000,SEE00035,5,5,5,0.50
1001,217367,100.520000000,0,SAO PAULO,SE,CENTRO,,PC,,DA,SE,1,91,2,92,0,1001,1001,01001001,01001000,100,PC DA SE,0,77.2400000000,77.2400000000,SEE00008,5,5,5,0.40
1002,217368,83.3600000000,0,SAO PAULO,SE,CENTRO,,R,SEN,,FEIJO,1,83,2,84,0,1006,1006,01006001,01006000,83,R SEN FEIJO,1,59.9100000000,59.9100000000,SEE00007,5,5,5,0.40
1003,217369,15.2700000000,0,SAO PAULO,SE,CENTRO,,PC,,DA,SE,0,0,212,230,0,0,1001,,01001000,15,PC DA SE,1,47.4400000000,47.4400000000,SEE00005,4,4,4,0.33
1004,217370,92.6400000000,0,SAO PAULO,SE,CENTRO,,PC,,DA,SE,0,0,0,0,0,1001,1001,01001001,01001000,92,PC DA SE,0,35.2400000000,35.2400000000,SEE00002,4,4,4,0.33
1005,217371,68.7900000000,0,SAO PAULO,SE,CENTRO,,PC,,DA,SE,0,0,136,210,0,0,1001,,01001000,68,PC DA SE,1,31.3700000000,31.3700000000,SEE00001,4,4,4,0.33
1006,217372,101.180000000,0,SAO PAULO,SE,CENTRO,,R,,,ONZE DE AGOSTO,1,89,2,90,0,1018,1018,01018010,01018010,101,R ONZE DE AGOSTO,0,110.250000000,110.250000000,SEE00012,4,4,4,0.33
1007,217373,56.1500000000,0,SAO PAULO,SE,CENTRO,,R,,,FILIPE DE OLIVEIRA,1,61,2,60,0,1001,1001,01001010,01001010,56,R FILIPE DE OLIVEIRA,0,77.2400000000,77.2400000000,SEE00009,4,4,4,0.33
1008,217374,103.580000000,0,SAO PAULO,SE,CENTRO,,R,,,FILIPE DE OLIVEIRA,63,161,62,162,0,1001,1001,01001010,01001010,103,R FILIPE DE OLIVEIRA,0,110.250000000,110.250000000,SEE00013,5,5,5,0.40
1009,217375,57.1100000000,0,SAO PAULO,SE,CENTRO,,R,,,QUINTINO BOCAIUVA,199,251,200,250,0,1004,1004,01004010,01004010,57,R QUINTINO BOCAIUVA,0,124.720000000,124.720000000,SEE00017,5,5,5,0.40
1010,217376,94.8400000000,0,SAO PAULO,SE,CENTRO,,R,,,BENJAMIM CONSTANT,1,97,2,98,0,1005,1005,01005000,01005000,94,R BENJAMIM CONSTANT,1,45.8100000000,45.8100000000,SEE00003,5,5,5,0.40
1011,217377,40.2100000000,0,SAO PAULO,SE,CENTRO,,R,,,QUINTINO BOCAIUVA,253,289,252,290,0,1004,1004,01004010,01004010,40,R QUINTINO BOCAIUVA,0,150.040000000,150.040000000,SEE00024,5,5,5,0.40
1012,217378,102.510000000,0,SAO PAULO,SE,CENTRO,,R,BR,DE,PARANAPIACABA,1,105,2,106,0,1004,1004,01004000,01004000,102,R BR DE PARANAPIACABA,0,98.5000000000,98.5000000000,SEE00010,4,4,4,0.33
1013,217379,37.3900000000,0,SAO PAULO,SE,CENTRO,,R,,,QUINTINO BOCAIUVA,291,337,292,336,0,1004,1004,01004010,01004010,37,R QUINTINO BOCAIUVA,0,177.970000000,177.970000000,SEE00039,6,6,6,0.47
1014,217380,52.2600000000,0,SAO PAULO,SE,CENTRO,,R,,,JOSE BONIFACIO,1,67,2,68,0,1003,1003,01003001,01003000,52,R JOSE BONIFACIO,0,171.500000000,171.500000000,SEE00029,5,5,5,0.50
1015,217381,58.6600000000,0,SAO PAULO,SE,CENTRO,,LG,,DA,MISERICORDIA,1,51,2,52,0,1012,1012,01012020,01012020,58,LG DA MISERICORDIA,0,206.820000000,206.820000000,SEE00060,5,5,5,0.40
1016,217382,35.5800000000,0,SAO PAULO,SE,CENTRO,,R,,,DIREITA,73,113,74,114,0,1002,1002,01002001,01002000,35,R DIREITA,0,184.950000000,184.950000000,SEE00042,5,5,5,0.50
1017,217383,67.5200000000,0,SAO PAULO,SE,CENTRO,,R,,DO,TESOURO,1,67,2,66,0,1013,1013,01013020,01013020,67,R DO TESOURO,0,252.760000000,252.760000000,SEE00084,5,5,5,0.40
1018,217384,59.3400000000,0,SAO PAULO,SE,CENTRO,,PC,,DA,SE,0,0,72,134,0,0,1001,,01001000,59,PC DA SE,1,45.8100000000,45.8100000000,SEE00004,4,4,4,0.33
1019,217385,30.0100000000,0,SAO PAULO,SE,CENTRO,,PC,,DA,SE,0,0,38,70,0,0,1001,,01001000,30,PC DA SE,1,98.5000000000,98.5000000000,SEE00011,4,4,4,0.33
1020,217386,34.9100000000,0,SAO PAULO,SE,CENTRO,,PC,,DA,SE,0,0,2,36,0,0,1001,,01001000,34,PC DA SE,1,127.400000000,127.400000000,SEE00019,5,5,5,0.40
1021,217387,64.1600000000,0,SAO PAULO,SE,CENTRO,,PC,,DA,SE,0,0,0,0,0,1001,1001,01001001,01001000,64,PC DA SE,1,125.920000000,125.920000000,SEE00018,4,4,4,0.33
1022,217388,72.0100000000,0,SAO PAULO,SE,CENTRO,,PC,,DA,SE,77,149,0,0,0,1001,0,01001001,,72,PC DA SE,1,133.570000000,133.570000000,SEE00023,5,5,5,0.40
1023,217389,75.8700000000,0,SAO PAULO,SE,CENTRO,,R,,,DIREITA,1,71,2,72,0,1002,1002,01002001,01002000,75,R DIREITA,0,161.750000000,161.750000000,SEE00026,5,5,5,0.40
1024,217390,47.1400000000,0,SAO PAULO,SE,CENTRO,,R,,,QUINZE DE NOVEMBRO,1,29,2,30,0,1013,1013,01013001,01013000,47,R QUINZE DE NOVEMBRO,0,161.750000000,161.750000000,SEE00027,5,5,5,0.40
1025,217391,55.6300000000,0,SAO PAULO,SE,CENTRO,,R,,,QUINZE DE NOVEMBRO,31,91,32,92,0,1013,1013,01013001,01013000,55,R QUINZE DE NOVEMBRO,0,206.290000000,206.290000000,SEE00057,5,5,5,0.40
1026,217392,68.7200000000,0,SAO PAULO,SE,CENTRO,,PC,,DA,SE,1,75,0,0,0,1001,0,01001001,,68,PC DA SE,1,161.750000000,161.750000000,SEE00028,6,6,6,0.40
1027,217393,61.2400000000,0,SAO PAULO,SE,CENTRO,,R,,,ANCHIETA,1,59,2,58,0,1016,1016,01016030,01016030,61,R ANCHIETA,0,206.290000000,206.290000000,SEE00058,4,4,4,0.33
1028,217394,42.0800000000,0,SAO PAULO,SE,CENTRO,,PO,,DO,COLEGIO,259,293,258,292,0,1016,1016,01016040,01016040,42,PO DO COLEGIO,1,201.550000000,201.550000000,SEE00056,5,5,5,0.40
1029,217395,10.5000000000,0,SAO PAULO,SE,CENTRO,,PO,,DO,COLEGIO,245,257,246,256,0,1016,1016,01016040,01016040,10,PO DO COLEGIO,1,231.090000000,231.090000000,SEE00072,4,4,4,0.33
1030,217396,64.0200000000,0,SAO PAULO,SE,CENTRO,,PO,,,COLEGIO,295,373,294,372,0,1016,1016,01016040,01016040,64,PO COLEGIO,1,239.520000000,239.520000000,SEE00076,3,3,3,0.33
1031,217397,16.2300000000,0,SAO PAULO,SE,CENTRO,,R,,,LIBERO BADARO,225,245,224,244,0,1009,1008,01009000,01008000,16,R LIBERO BADARO,1,436.630000000,436.630000000,SEE00170,5,5,5,0.40
1032,217398,17.7400000000,0,SAO PAULO,SE,CENTRO,,R,,,LIBERO BADARO,247,255,246,256,0,1009,1008,01009000,01008000,17,R LIBERO BADARO,1,441.280000000,441.280000000,SEE00172,4,4,4,0.33
1033,217399,81.3400000000,0,SAO PAULO,SE,CENTRO,,PC,,DO,PATRIARCA,1,79,2,78,0,1002,1002,01002010,01002010,81,PC DO PATRIARCA,0,358.550000000,358.550000000,SEE00132,6,6,6,0.40
1034,217400,81.0700000000,0,SAO PAULO,SE,CENTRO,,PC,,DO,PATRIARCA,81,155,80,154,0,1002,1002,01002010,01002010,81,PC DO PATRIARCA,0,371.530000000,371.530000000,SEE00139,5,5,5,0.40
1035,217401,34.5900000000,0,SAO PAULO,SE,CENTRO,,R,,,SAO BENTO,135,165,136,164,0,1011,1010,01011000,01010000,34,R SAO BENTO,0,358.550000000,358.550000000,SEE00133,6,6,6,0.40
1036,217402,431.590000000,0,SAO PAULO,SE,CENTRO,,PQ,,,ANHANGABAU,0,0,42,492,0,1007,1007,01007040,01007040,431,PQ ANHANGABAU,0,499.380000000,499.380000000,SEE00211,5,5,5,0.20
1037,217403,151.380000000,0,SAO PAULO,SE,CENTRO,,R,,,LIBERO BADARO,257,413,258,412,0,1009,1008,01009000,01008000,151,R LIBERO BADARO,1,447.060000000,447.060000000,SEE00174,4,4,4,0.33
1038,217404,158.080000000,0,SAO PAULO,SE,CENTRO,,R,,,SAO BENTO,167,323,166,322,0,1010,1010,01010000,01010000,158,R SAO BENTO,0,371.530000000,371.530000000,SEE00140,6,6,6,0.40
1039,217405,143.120000000,0,SAO PAULO,SE,CENTRO,,R,,DA,QUITANDA,75,213,74,212,0,1012,1012,01012010,01012010,143,R DA QUITANDA,0,315.120000000,315.120000000,SEE00108,6,6,6,0.40
1040,217406,80.1300000000,0,SAO PAULO,SE,CENTRO,,R,DR,,MIGUEL COUTO,1,79,2,78,0,1008,1008,01008010,01008010,80,R DR MIGUEL COUTO,0,463.490000000,463.490000000,SEE00187,5,5,5,0.40
1041,217407,26.2900000000,0,SAO PAULO,SE,CENTRO,,LG,,DO,CAFE,1,21,2,20,0,1012,1012,01012030,01012030,26,LG DO CAFE,0,451.000000000,451.000000000,SEE00181,5,5,5,0.40
1042,217408,150.050000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,,,FORMOSA,349,509,0,0,0,1049,0,01049000,,150,R FORMOSA,0,629.860000000,514.630000000,REP00223,3,3,3,0.33
1043,217409,64.1600000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,,,SANTO AMARO,763,827,762,826,0,1315,1315,01315001,01315000,64,R SANTO AMARO,1,844.900000000,1311.64000000,REP00603,5,5,5,0.70
1044,217410,27.0900000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,,,SANTO AMARO,717,761,716,760,0,1315,1315,01315001,01315000,27,R SANTO AMARO,1,831.700000000,1284.51000000,REP00595,6,6,6,0.47
1045,217411,94.7400000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,,DO,BIXIGA,1,85,2,86,0,1315,1315,01315020,01315020,94,R DO BIXIGA,0,796.270000000,1176.39000000,REP00578,4,4,4,0.33
1046,217412,92.4000000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,,,SANTO AMARO,631,715,632,714,0,1315,1315,01315001,01315000,92,R SANTO AMARO,1,796.270000000,1192.43000000,REP00582,4,4,4,0.33
1047,217413,38.9800000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,,,SANTO AMARO,593,629,592,630,0,1315,1315,01315001,01315000,38,R SANTO AMARO,1,782.000000000,1153.39000000,REP00572,4,4,4,0.33
1048,217415,79.0800000000,0,SAO PAULO,REPUBLICA,CENTRO,,PC,,,PEROLA BYINGTON,0,0,0,0,0,1318,1318,01318010,01318010,79,PC PEROLA BYINGTON,1,804.060000000,1311.64000000,REP00601,7,7,7,0.43
1049,217416,28.4000000000,0,SAO PAULO,REPUBLICA,CENTRO,,AV,BRG,,LUIS ANTONIO,555,577,556,578,0,1317,1318,01317000,01318000,28,AV BRG LUIS ANTONIO,1,804.060000000,1344.16000000,REP00605,4,4,4,0.50
1050,217417,159.160000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,,,FRANCISCA MIQUELINA,211,355,210,354,0,1316,1316,01316000,01316000,159,R FRANCISCA MIQUELINA,0,689.970000000,1154.29000000,REP00574,5,5,5,0.40
1051,217418,77.1600000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,DR,,NESTOR ESTEVES NATIVIDADE,1,67,2,66,0,1315,1315,01315030,01315030,77,R DR NESTOR ESTEVES NATIVIDADE,0,773.780000000,1123.01000000,REP00563,4,4,4,0.33
1052,217419,27.7900000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,,,SANTO AMARO,563,591,564,590,0,1315,1315,01315001,01315000,27,R SANTO AMARO,1,773.780000000,1125.65000000,REP00565,4,4,4,0.33
1053,217420,255.640000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,,,SANTO AMARO,295,561,296,562,0,1315,1315,01315001,01315000,255,R SANTO AMARO,1,676.020000000,874.520000000,REP00475,5,5,5,0.40
1054,217421,86.3800000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,,,AGUIAR DE BARROS,101,183,102,184,0,1316,1316,01316020,01316020,86,R AGUIAR DE BARROS,0,700.300000000,1147.09000000,REP00570,4,4,4,0.33
1055,217422,15.8100000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,,,GENEBRA,309,319,308,318,0,1316,1316,01316010,01316010,15,R GENEBRA,0,689.970000000,1147.09000000,REP00569,5,5,5,0.40
1056,217423,99.6900000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,,,AGUIAR DE BARROS,1,99,2,100,0,1316,1316,01316020,01316020,99,R AGUIAR DE BARROS,0,645.350000000,1154.29000000,REP00573,5,5,5,0.40
1057,217424,221.020000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,,,GENEBRA,83,307,82,306,0,1316,1316,01316010,01316010,221,R GENEBRA,0,601.080000000,932.370000000,REP00501,4,4,4,0.33
1058,217426,223.170000000,0,SAO PAULO,REPUBLICA,CENTRO,,R,,,ASSEMBLEIA,205,369,204,368,0,1320,1320,01320050,01320050,223,R ASSEMBLEIA,0,606.210000000,1295.63000000,REP00600,4,4,4,0.33
